onset	duration	trial_type	stimulus_type
9.5	0.5	Instruction	13
14.3	0	Error_f	13
16.5	0.5	Fdbck_err	13
20.5	0.5	Instruction	6
23.1	0	Error_f	6
27.5	0.5	Fdbck_err	6
29.5	0.5	Instruction	3
32.8	0	Correct_f	3
36.5	0.5	Fdbck_corr	3
39.5	0.5	Instruction	7
41.9	0	Correct_f	7
44.5	0.5	Fdbck_corr	7
48.5	0.5	Instruction	8
50.5	0	Error_f	8
53.5	0.5	Fdbck_err	8
57.5	0.5	Instruction	12
61.3	0	Error_f	12
63.5	0.5	Fdbck_err	12
67.5	0.5	Instruction	15
70.5	0	Error_f	15
72.5	0.5	Fdbck_err	15
75.5	0.5	Instruction	5
78.6	0	Correct_f	5
82.5	0.5	Fdbck_corr	5
85.5	0.5	Instruction	10
88.6	0	Correct_f	10
90.5	0.5	Fdbck_corr	10
94.5	0.5	Instruction	4
98.5	0	Error_f	4
102.5	0.5	Fdbck_err	4
104.5	0.5	Instruction	14
108.9	0	Correct_f	14
112.5	0.5	Fdbck_corr	14
114.5	0.5	Instruction	2
117.3	0	Error_f	2
120.5	0.5	Fdbck_err	2
124.5	0.5	Instruction	9
127.4	0	Correct_f	9
131.5	0.5	Fdbck_corr	9
135.5	0.5	Instruction	11
138.6	0	Correct_f	11
141.5	0.5	Fdbck_corr	11
145.5	0.5	Instruction	1
149.5	0	Correct_f	1
153.5	0.5	Fdbck_corr	1
157.5	0.5	Instruction	16
159.9	0	Error_f	16
161.5	0.5	Fdbck_err	16
163.5	0.5	Instruction	3
166.4	0	Correct_f	3
169.5	0.5	Fdbck_corr	3
182.5	0.5	Instruction	7
185.7	0	Error_f	7
189.5	0.5	Fdbck_err	7
192.5	0.5	Instruction	16
196.5	0	Correct_f	16
199.5	0.5	Fdbck_corr	16
202.5	0.5	Instruction	14
204.8	0	Correct_f	14
208.5	0.5	Fdbck_corr	14
212.5	0.5	Instruction	2
215.4	0	Error_f	2
219.5	0.5	Fdbck_err	2
221.5	0.5	Instruction	8
223.8	0	Correct_f	8
226.5	0.5	Fdbck_corr	8
228.5	0.5	Instruction	15
231.4	0	Correct_f	15
233.5	0.5	Fdbck_corr	15
236.5	0.5	Instruction	9
239.4	0	Correct_f	9
241.5	0.5	Fdbck_corr	9
251.5	0.5	Instruction	12
255.3	0	Correct_f	12
257.5	0.5	Fdbck_corr	12
260.5	0.5	Instruction	4
262.7	0	Error_f	4
266.5	0.5	Fdbck_err	4
269.5	0.5	Instruction	10
271.8	0	Error_f	10
273.5	0.5	Fdbck_err	10
275.5	0.5	Instruction	11
277.5	0	Correct_f	11
280.5	0.5	Fdbck_corr	11
284.5	0.5	Instruction	13
287.3	0	Correct_f	13
289.5	0.5	Fdbck_corr	13
292.5	0.5	Instruction	5
296.4	0	Correct_f	5
298.5	0.5	Fdbck_corr	5
300.5	0.5	Instruction	1
303.5	0	Correct_f	1
305.5	0.5	Fdbck_corr	1
307.5	0.5	Instruction	6
310.6	0	Error_f	6
313.5	0.5	Fdbck_err	6
327.5	0.5	Instruction	1
330.5	0	Error_f	1
334.5	0.5	Fdbck_err	1
338.5	0.5	Instruction	15
341.5	0	Correct_f	15
345.5	0.5	Fdbck_corr	15
347.5	0.5	Instruction	12
350.5	0	Correct_f	12
352.5	0.5	Fdbck_corr	12
355.5	0.5	Instruction	6
359.5	0	Correct_f	6
363.5	0.5	Fdbck_corr	6
367.5	0.5	Instruction	7
371.2	0	Error_f	7
374.5	0.5	Fdbck_err	7
376.5	0.5	Instruction	11
380.5	0	Correct_f	11
384.5	0.5	Fdbck_corr	11
386.5	0.5	Instruction	3
389.6	0	Error_f	3
390.5	0.5	Fdbck_err	3
394.5	0.5	Instruction	8
396.7	0	Correct_f	8
398.5	0.5	Fdbck_corr	8
401.5	0.5	Instruction	14
403.7	0	Error_f	14
407.5	0.5	Fdbck_err	14
409.5	0.5	Instruction	10
413.3	0	Correct_f	10
415.5	0.5	Fdbck_corr	10
417.5	0.5	Instruction	13
420.4	0	Correct_f	13
423.5	0.5	Fdbck_corr	13
426.5	0.5	Instruction	16
428.8	0	Correct_f	16
431.5	0.5	Fdbck_corr	16
434.5	0.5	Instruction	4
436.5	0	Correct_f	4
438.5	0.5	Fdbck_corr	4
441.5	0.5	Instruction	9
443.8	0	Correct_f	9
445.5	0.5	Fdbck_corr	9
449.5	0.5	Instruction	5
453.4	0	Correct_f	5
457.5	0.5	Fdbck_corr	5
461.5	0.5	Instruction	2
464.5	0	Error_f	2
468.5	0.5	Fdbck_err	2
244	7	Change_rule	0
172	10	Baseline	0
315	12	Baseline	0
470	11	Baseline	0
