onset	duration	trial_type	stim_id
9.5	0.5	Instruction	6
10.6	0	Error_f	6
16.5	0.5	Fdbck_err	6
18.5	0.5	Instruction	16
21.7	0	Correct_f	16
24.5	0.5	Fdbck_corr	16
26.5	0.5	Instruction	2
30.3	0	Error_f	2
32.5	0.5	Fdbck_err	2
35.5	0.5	Instruction	14
39.6	0	Error_f	14
41.5	0.5	Fdbck_err	14
44.5	0.5	Instruction	9
48.4	0	Error_f	9
52.5	0.5	Fdbck_err	9
55.5	0.5	Instruction	3
57.8	0	Correct_f	3
61.5	0.5	Fdbck_corr	3
63.5	0.5	Instruction	7
67.3	0	Error_f	7
69.5	0.5	Fdbck_err	7
72.5	0.5	Instruction	4
74.5	0	Error_f	4
78.5	0.5	Fdbck_err	4
80.5	0.5	Instruction	15
83.3	0	Error_f	15
86.5	0.5	Fdbck_err	15
88.5	0.5	Instruction	10
91.5	0	Correct_f	10
95.5	0.5	Fdbck_corr	10
99.5	0.5	Instruction	12
101.6	0	Error_f	12
104.5	0.5	Fdbck_err	12
107.5	0.5	Instruction	13
111.4	0	Correct_f	13
113.5	0.5	Fdbck_corr	13
115.5	0.5	Instruction	5
118.3	0	Error_f	5
122.5	0.5	Fdbck_err	5
126.5	0.5	Instruction	8
128.9	0	Correct_f	8
131.5	0.5	Fdbck_corr	8
135.5	0.5	Instruction	11
139.4	0	Correct_f	11
141.5	0.5	Fdbck_corr	11
144.5	0.5	Instruction	1
147	0	Correct_f	1
148.5	0.5	Fdbck_corr	1
152.5	0.5	Instruction	15
154.5	0	Error_f	15
157.5	0.5	Fdbck_err	15
171.5	0.5	Instruction	13
174.5	0	Error_f	13
177.5	0.5	Fdbck_err	13
179.5	0.5	Instruction	7
180.9	0	Error_f	7
185.5	0.5	Fdbck_err	7
187.5	0.5	Instruction	9
191.3	0	Error_f	9
195.5	0.5	Fdbck_err	9
198.5	0.5	Instruction	1
201.5	0	Error_f	1
204.5	0.5	Fdbck_err	1
208.5	0.5	Instruction	8
211.5	0	Correct_f	8
214.5	0.5	Fdbck_corr	8
218.5	0.5	Instruction	3
220.5	0	Correct_f	3
222.5	0.5	Fdbck_corr	3
224.5	0.5	Instruction	4
227.3	0	Error_f	4
231.5	0.5	Fdbck_err	4
242.5	0.5	Instruction	16
244.9	0	Error_f	16
247.5	0.5	Fdbck_err	16
251.5	0.5	Instruction	6
254.3	0	Error_f	6
257.5	0.5	Fdbck_err	6
260.5	0.5	Instruction	11
263.6	0	Error_f	11
267.5	0.5	Fdbck_err	11
269.5	0.5	Instruction	10
272.6	0	Error_f	10
274.5	0.5	Fdbck_err	10
277.5	0.5	Instruction	12
281.5	0	Error_f	12
284.5	0.5	Fdbck_err	12
286.5	0.5	Instruction	5
290.3	0	Correct_f	5
292.5	0.5	Fdbck_corr	5
294.5	0.5	Instruction	14
298.5	0	Correct_f	14
301.5	0.5	Fdbck_corr	14
305.5	0.5	Instruction	2
309.4	0	Correct_f	2
312.5	0.5	Fdbck_corr	2
327.5	0.5	Instruction	1
329.5	0	Error_f	1
332.5	0.5	Fdbck_err	1
334.5	0.5	Instruction	2
337.4	0	Correct_f	2
339.5	0.5	Fdbck_corr	2
342.5	0.5	Instruction	10
345.7	0	Error_f	10
349.5	0.5	Fdbck_err	10
352.5	0.5	Instruction	7
354.6	0	Correct_f	7
357.5	0.5	Fdbck_corr	7
361.5	0.5	Instruction	14
364.8	0	Error_f	14
368.6	0.5	Fdbck_err	14
371.6	0.5	Instruction	13
374.4	0	Error_f	13
378.6	0.5	Fdbck_err	13
382.6	0.5	Instruction	8
384.5	0	Error_f	8
388.6	0.5	Fdbck_err	8
390.6	0.5	Instruction	5
394.4	0	Correct_f	5
396.6	0.5	Fdbck_corr	5
400.6	0.5	Instruction	11
404.5	0	Error_f	11
408.6	0.5	Fdbck_err	11
411.6	0.5	Instruction	3
413.4	0	Error_f	3
416.6	0.5	Fdbck_err	3
419.6	0.5	Instruction	6
421.5	0	Error_f	6
423.6	0.5	Fdbck_err	6
426.6	0.5	Instruction	12
429.3	0	Correct_f	12
431.6	0.5	Fdbck_corr	12
435.6	0.5	Instruction	4
437.5	0	Correct_f	4
439.6	0.5	Fdbck_corr	4
442.6	0.5	Instruction	16
445.1	0	Error_f	16
448.6	0.5	Fdbck_err	16
452.6	0.5	Instruction	9
456.5	0	Correct_f	9
458.6	0.5	Fdbck_corr	9
462.6	0.5	Instruction	15
465.7	0	Error_f	15
469.6	0.5	Fdbck_err	15
235	7	Change_rule	0
159	12	Baseline	0
316	11	Baseline	0
471.1	10	Baseline	0
